Type Ligne,Identifiant de l'élément,Structure,Type de l'élément,Statut de l'élément,Nom base français,Nom base anglais,Nom attribut français,Nom attribut anglais,Nom frontière français,Nom frontière anglais,Code de la catégorie,Tags français,Tags anglais,Unité français,Unité anglais,Contributeur,Autres Contributeurs,Programme,Url du programme,Source,Localisation géographique,Date de création,Date de modification,Période de validité,Incertitude,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Commentaire anglais,Total poste non décomposé
Elément,39782,élément non décomposé,Facteur d'émission,Valide générique,Plat légumes,Vegetable dish for baby,avec féculent et viande/poisson,w meat/fish and starch,dès 6-8 mois,from 6-8 months,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aliments infantiles > Petits pots salés et plats infantiles","Agribalyse,Plat légumes,petits pots salés et plats infantiles","Agribalyse,Vegetable dish for baby,petits pots salés et plats infantiles",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.4,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : PP - Préparation : Micro-onde,Livraison : Ambiant (long) - Matériau d'emballage : PP - Préparation : Micro-onde,1.85
Elément,39783,élément non décomposé,Facteur d'émission,Valide générique,Plat légumes,Vegetable dish for baby,avec féculent et viande/poisson,w meat/fish and starch,dès 8-12 mois,from 8-12 months,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aliments infantiles > Petits pots salés et plats infantiles","Agribalyse,Plat légumes,petits pots salés et plats infantiles","Agribalyse,Vegetable dish for baby,petits pots salés et plats infantiles",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.8,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : PP - Préparation : Micro-onde,Livraison : Ambiant (long) - Matériau d'emballage : PP - Préparation : Micro-onde,1.85
Elément,33610,élément non décomposé,Facteur d'émission,Archivé,Plat légumes,Vegetable dish for baby,"avec féculent, dès 6-8 mois","with starch, from 6-8 months",,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aliments infantiles > Petits pots salés et plats infantiles","Agribalyse,aliments infantiles,Plat légumes","Agribalyse,,baby foods,Vegetable dish for baby",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,0.732
Elément,33611,élément non décomposé,Facteur d'émission,Archivé,Plat légumes pour bébé,Vegetable Dish For Baby,avec féculent et lait/crème,with milk/cream and starch,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aliments infantiles > Petits pots salés et plats infantiles","Plat,légumes,Lait,crème,féculent","baby,Milk,cream,Vegetable,starch,dish",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,"Plat légumes, avec féculent et lait/crème, tout âge","Vegetable dish, with starch and milk / cream, all ages",1.0
Elément,33614,élément non décomposé,Facteur d'émission,Archivé,Plat légumes pour bébé,Vegetable Dish For Baby,avec féculent et viande/poisson,with meat/fish and starch,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aliments infantiles > Petits pots salés et plats infantiles","Plat,Poisson,viande,légumes,féculent","baby,Meat,Fish,Vegetable,starch,dish",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,"Plat légumes, avec féculent et viande/poisson, tout âge","Vegetable dish, with starch and meat / fish, all ages",1.8
Elément,33833,élément non décomposé,Facteur d'émission,Archivé,Plie commune,European plaice,crue,raw,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Poissons crus","Plie commune,Agribalyse,oeufs,viandes,poissons","European plaice,Agribalyse,Meat,Fish,,eggs",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,11.0
Elément,41793,élément non décomposé,Facteur d'émission,Valide générique,Plie commune,European plaice,crue,raw,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Poissons crus","Agribalyse,Plie commune,poissons crus","Agribalyse,European plaice,poissons crus",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,3.6,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,10.8
Elément,40088,élément non décomposé,Facteur d'émission,Valide générique,Poêlée de légumes assaisonnés à l'asiatiques ou wok de légumes,Vegetables pan-fried or stir-fried,surgelée,Asian-style,crue,"frozen, raw","Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Plats composés","Agribalyse,plats composés,Poêlée de légumes assaisonnés à l'asiatiques ou wok de légumes","Agribalyse,plats composés,Vegetables pan-fried or stir-fried",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,3.2,4.0,,,,,,Livraison : Congelé - Matériau d'emballage : LDPE - Préparation : Micro-onde,Livraison : Congelé - Matériau d'emballage : LDPE - Préparation : Micro-onde,1.19
Elément,33692,élément non décomposé,Facteur d'émission,Archivé,Poêlée de légumes assaisonnés crue,Vegetables Pan-Fried Raw,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Plats composés","légumes,crue,Poêlée,assaisonnés","vegetables,raw,pan,fried",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,"Poêlée de légumes assaisonnés crue, tout type","Pan-fried raw seasoned vegetables, any type",2.18
Elément,40090,élément non décomposé,Facteur d'émission,Valide générique,Poêlée de légumes assaisonnés grillée,Grilled vegetables pan-fried,méridionale ou méditerranéenne,Mediterranean-style,surgelée crue,"frozen, raw","Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Plats composés","Agribalyse,plats composés,Poêlée de légumes assaisonnés grillée","Agribalyse,plats composés,Grilled vegetables pan-fried",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.8,4.0,,,,,,Livraison : Congelé - Matériau d'emballage : LDPE - Préparation : Micro-onde,Livraison : Congelé - Matériau d'emballage : LDPE - Préparation : Micro-onde,1.19
Elément,40091,élément non décomposé,Facteur d'émission,Valide générique,Poêlée de légumes assaisonnés sans champignon,Vegetables pan-fried without mushrooms,surgelée,frozen,crue,raw,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Plats composés","Agribalyse,plats composés,Poêlée de légumes assaisonnés sans champignon","Agribalyse,plats composés,Vegetables pan-fried without mushrooms",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,3.2,4.0,,,,,,Livraison : Congelé - Matériau d'emballage : LDPE - Préparation : Micro-onde,Livraison : Congelé - Matériau d'emballage : LDPE - Préparation : Micro-onde,1.19
Elément,40092,élément non décomposé,Facteur d'émission,Valide générique,Poêlée de pommes de terre préfrites,Pre-fried potatoes,lardons ou poulet,pan-fried,et autres  sans légumes verts,"lardoons or chicken, and other, without green vegetables","Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Plats composés","Agribalyse,Poêlée de pommes de terre préfrites,plats composés","Agribalyse,Pre-fried potatoes,plats composés",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,1.9,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Micro-onde,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Micro-onde,2.28
Elément,33730,élément non décomposé,Facteur d'émission,Archivé,Poêlée de pommes de terre préfrites,Pre-fried potatoes,"lardons ou poulet, et autres, sans légumes verts","pan-fried, lardoons or chicken, and other, without green vegetables",,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Plats composés","Agribalyse,entrées et plats composés,plats de viande et féculents,Poêlée de pommes de terre préfrites","Agribalyse,starters and mixed dishes,meat and starch dishes,Pre-fried potatoes",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,1.58
Elément,34911,élément non décomposé,Facteur d'émission,Archivé,Poire,Pear,,,,,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits,"Poire,Agriculture,champ,GESTIM","Pear,field,GESTIM,Agriculture",kgCO2e/Ha,kgCO2e/Ha,,"IDELE, CTIFL, IFIP, IFV, ITAVI",GESTIM,,https://librairie.ademe.fr/changement-climatique-et-energie/82-mise-a-jour-du-referentiel-ges-tim.ht,France continentale,2021-09-09,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,151896.0
Elément,42183,élément non décomposé,Facteur d'émission,Valide générique,Poire,Pear,à la ferme/NL U,at farm/NL U,,,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits,"Agribalyse,Poire","Agribalyse,Pear",kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.052
Elément,42426,élément non décomposé,Facteur d'émission,Valide générique,Poire,Pear,biologique,organic,à la ferme/FR U,at farm gate/FR U,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits,"Agribalyse,Poire","Agribalyse,Pear",kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.11
Elément,28681,élément non décomposé,Facteur d'émission,Archivé,Poire,Pear,"biologique, système n ° 1",biological system n ° 1,Sortie de ferme,At farm gate,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits,"Agribalyse,fruits,Poire,Agriculture","Agribalyse,fruits,Pear,Agricultural",kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2020-12-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,0.0981
Elément,33077,élément non décomposé,Facteur d'émission,Archivé,Poire,Pear,cru,raw,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits","Poire,crue","Pear,raw",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,Poire crue,Raw pear,0.253
Elément,28428,élément non décomposé,Facteur d'émission,Archivé,Poire,Pear,"mix conventionnel et biologique, sous abri, moyenne nationale","conventional and organic mix, under cover, national average",Au verger,At the orchard,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits,"Agribalyse,fruits,Poire,Agriculture","Agribalyse,fruits,Pear,Agricultural",kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2020-12-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,0.0613
Elément,28429,élément non décomposé,Facteur d'émission,Archivé,Poire,Pear,"NEA, chalut pélagique, moyenne","NEA, midwater trawl, medium",Au verger,At the orchard,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits,"Agribalyse,fruits,Poire,Agriculture","Agribalyse,fruits,Pear,Agricultural",kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2020-12-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,0.0649
Elément,40540,élément non décomposé,Facteur d'émission,Valide générique,Poire,Pear,pulpe,peeled,crue,raw,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits","Agribalyse,fruits,Poire","Agribalyse,fruits,Pear",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.6,4.0,,,,,,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,0.366
Elément,40539,élément non décomposé,Facteur d'émission,Valide générique,Poire,Pear,pulpe et peau,pulp and peel,crue,raw,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits","Agribalyse,fruits,Poire","Agribalyse,fruits,Pear",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.6,4.0,,,,,,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,0.366
Elément,40538,élément non décomposé,Facteur d'émission,Valide générique,Poire au sirop léger,Pear,appertisée,canned in light syrup,non égouttée,not drained,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits","Agribalyse,fruits,Poire au sirop léger","Agribalyse,fruits,Pear",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.8,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Acier - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Acier - Préparation : Pas de préparation,0.494
Elément,33035,élément non décomposé,Facteur d'émission,Archivé,Poire au sirop léger,Pear,"appertisée, non égouttée","canned in light syrup, not drained",,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits","fruits appertisés,Poire au sirop léger,Agribalyse,fruits,légumes,légumineuses et oléagineux","canned fruits,Agribalyse,fruits,Pear,vegetables,legumes and oilseeds",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,0.522
Elément,32873,élément non décomposé,Facteur d'émission,Archivé,Poire belle Hélène,Belle Helene pear dessert (cooked pear topped with hot chocolate sauce on a bed of vanilla ice cream,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Glaces et sorbets > Desserts glacés","Agribalyse,glaces et sorbets,Poire belle Hélène","Agribalyse,,ice creams and sorbets,Belle Helene pear dessert (cooked pear topped with hot chocolate sauce on a bed of vanilla ice cream)",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,2.37
Elément,40673,élément non décomposé,Facteur d'émission,Valide générique,Poire belle Hélène,Belle Helene pear dessert (cooked pear topped with hot chocolate sauce on a bed of vanilla ice cream,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Glaces et sorbets > Desserts glacés","Agribalyse,Poire belle Hélène,desserts glacés","Agribalyse,Belle Helene pear dessert (cooked pear topped with hot chocolate sauce on a bed of vanilla ice cream),desserts glacés",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,3.8,4.0,,,,,,Livraison : Congelé - Matériau d'emballage : PP - Préparation : Pas de préparation,Livraison : Congelé - Matériau d'emballage : PP - Préparation : Pas de préparation,1.75
Elément,42181,élément non décomposé,Facteur d'émission,Valide générique,Poire conventionnelle,Pear,au verger/FR U,conventional,,at orchard/FR U,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits,"Agribalyse,Poire conventionnelle","Agribalyse,Pear",kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.0859
Elément,42182,élément non décomposé,Facteur d'émission,Valide générique,Poire mix conventionnel et biologique,Pear,au verger/FR U,national average,,at farm gate/FR U,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits,"Agribalyse,Poire mix conventionnel et biologique","Agribalyse,Pear",kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.0883
Elément,34903,élément non décomposé,Facteur d'émission,Archivé,Poireau,Leek,,,,,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Poireau,Agriculture,champ,GESTIM","Leek,field,GESTIM,Agriculture",kgCO2e/Ha,kgCO2e/Ha,,"IDELE, CTIFL, IFIP, IFV, ITAVI",GESTIM,,https://librairie.ademe.fr/changement-climatique-et-energie/82-mise-a-jour-du-referentiel-ges-tim.ht,France continentale,2021-09-09,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,11791.0
Elément,33263,élément non décomposé,Facteur d'émission,Archivé,Poireau,Leek,cru,raw,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes","légumes crus,Agribalyse,fruits,légumes,Poireau,légumineuses et oléagineux","legumes and oilseeds,raw vegetables,Agribalyse,Leek,fruits,vegetables",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,0.714
Elément,40541,élément non décomposé,Facteur d'émission,Valide générique,Poireau,Leek,cru,raw,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes","Agribalyse,légumes,Poireau","Agribalyse,Leek,légumes",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.3,4.0,,,,,,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,0.773
Elément,33364,élément non décomposé,Facteur d'émission,Archivé,Poireau,Leek,cuit,cooked,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes","légumes cuits,Agribalyse,fruits,légumes,Poireau,légumineuses et oléagineux","legumes and oilseeds,cooked vegetables,Agribalyse,Leek,fruits,vegetables",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,1.43
Elément,40542,élément non décomposé,Facteur d'émission,Valide générique,Poireau,Leek,cuit,cooked,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes","Agribalyse,légumes,Poireau","Agribalyse,Leek,légumes",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.8,4.0,,,,,,Livraison : Ambiant (moyen) - Matériau d'emballage : PP - Préparation : Cuisson à l'eau,Livraison : Ambiant (moyen) - Matériau d'emballage : PP - Préparation : Cuisson à l'eau,1.3
Elément,28496,élément non décomposé,Facteur d'émission,Archivé,Poireau,Leek,"prairie permanente, biologique, système n ° 6","permanent, organic grassland, system n ° 6",Sortie de ferme,At farm gate,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,légumes,Poireau,Agriculture","Agribalyse,Leek,Agricultural,vegetables",kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2020-12-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,0.415
Elément,28516,élément non décomposé,Facteur d'émission,Archivé,Poireau,Leek,"prairie temporaire, biologique, système n ° 1","temporary, organic grassland, system n ° 1",Sortie de ferme,At farm gate,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,légumes,Poireau,Agriculture","Agribalyse,Leek,Agricultural,vegetables",kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2020-12-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,0.4
Elément,28517,élément non décomposé,Facteur d'émission,Archivé,Poireau,Leek,"prairie temporaire, biologique, système n ° 2","temporary, organic grassland, system n ° 2",Sortie de ferme,At farm gate,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,légumes,Poireau,Agriculture","Agribalyse,Leek,Agricultural,vegetables",kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2020-12-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,0.38
Elément,28518,élément non décomposé,Facteur d'émission,Archivé,Poireau,Leek,"prairie temporaire, biologique, système n ° 3","temporary, organic grassland, system n ° 3",Sortie de ferme,At farm gate,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,légumes,Poireau,Agriculture","Agribalyse,Leek,Agricultural,vegetables",kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2020-12-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,0.291
Elément,28519,élément non décomposé,Facteur d'émission,Archivé,Poireau,Leek,"prairie temporaire, biologique, système n ° 4","temporary, organic grassland, system n ° 4",Sortie de ferme,At farm gate,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,légumes,Poireau,Agriculture","Agribalyse,Leek,Agricultural,vegetables",kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2020-12-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,0.196
Elément,40543,élément non décomposé,Facteur d'émission,Valide générique,Poireau,Leek,surgelé,frozen,cru,raw,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes","Agribalyse,légumes,Poireau","Agribalyse,Leek,légumes",kgCO2e/kg de poids net,kgCO2e/kg net weight,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2024-05-17,24/02/2026,,5.0,2.8,4.0,,,,,,Livraison : Congelé - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Congelé - Matériau d'emballage : LDPE - Préparation : Pas de préparation,1.06
Elément,33329,élément non décomposé,Facteur d'émission,Archivé,Poireau,Leek,"surgelé, cru","frozen, raw",,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes","légumes crus,Agribalyse,fruits,légumes,Poireau,légumineuses et oléagineux","legumes and oilseeds,raw vegetables,Agribalyse,Leek,fruits,vegetables",kgCO2e/kg de poids net,kgCO2e/kg (net weight),,,AGRIBALYSE,https://app.agribalyse.fr/,https://ecolab.gitbook.io/documentation-agribalyse/,France continentale,2021-03-04,2024-05-17,31/12/2023,,5.0,,4.0,,,,,,,,1.06
Elément,42184,élément non décomposé,Facteur d'émission,Valide générique,Poireau conventionnel,Autumn irrigated leek,automne irrigué,conventional,à la ferme/FR U,at farm gate/FR U,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,Poireau conventionnel","Agribalyse,Autumn irrigated leek",kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.413
Elément,42185,élément non décomposé,Facteur d'émission,Valide générique,Poireau conventionnel,Leek,hiver non irrigué,winter non-irrigated,à la ferme/FR U,"conventional, at farm gate/FR U","Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,Poireau conventionnel","Agribalyse,Leek",kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.205
Elément,42186,élément non décomposé,Facteur d'émission,Valide générique,Poireau conventionnel,Leek,moyenne nationale,national average,à la ferme,at plant/FR U,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,Poireau conventionnel","Agribalyse,Leek",kgCO2e/kg,kgCO2e/kg,,,AGRIBALYSE 3.1,https://agribalyse.ademe.fr/app,Agribalyse 3.1,France continentale,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.292
