Identifiant de l'élément,Nom base français,Nom base anglais,Nom attribut français,Nom attribut anglais,Nom frontière français,Nom frontière anglais,Code de la catégorie,Tags français,Tags anglais,Unité français,Unité anglais,Source,Date de création,Date de modification,Période de validité,Incertitude,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Commentaire anglais,Total poste non décomposé
41789,Pilchard,Pilchard,sauce tomate,in tomato sauce,"appertisé, égoutté","canned, drained","Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Produits à base de poissons et produits de la mer","Agribalyse,Pilchard,produits à base de poissons et produits de la mer","Agribalyse,Pilchard,produits à base de poissons et produits de la mer",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.9,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Aluminium - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Aluminium - Préparation : Pas de préparation,6.09
40534,Piment,Chili pepper,cru,raw,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes","Agribalyse,légumes,Piment","Agribalyse,légumes,Chili pepper",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.7,4.0,,,,,,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,1.19
41790,Pintade,Guinea fowl,crue,raw,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes crues","Pintade,Agribalyse,viandes crues","Agribalyse,Guinea fowl,viandes crues",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.1,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,6.98
41791,Pintade,Guinea fowl,cuisse,leg,crue,raw,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes crues","Pintade,Agribalyse,viandes crues","Agribalyse,Guinea fowl,viandes crues",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.1,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,6.98
41792,Pintade,Guinea fowl,poitrine,breast,crue,raw,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Viandes crues","Pintade,Agribalyse,viandes crues","Agribalyse,Guinea fowl,viandes crues",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.1,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,6.82
40069,Piperade basquaise,Piperade,,Basque-style (fondue of sweet peppers and tomatoes flavoured with onions and garlics),,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Plats composés","Agribalyse,Piperade basquaise,plats composés","Agribalyse,Piperade,plats composés",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.9,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Micro-onde,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Micro-onde,1.28
40070,Pissaladière,Pizza,,onion anchovy and black olives,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Pizzas, tartes et crêpes salées","Agribalyse,Pissaladière,pizzas,tartes et crêpes salées","Agribalyse,Pizza,pizzas,tartes et crêpes salées",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.2,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,1.86
40535,Pissenlit,Dandelion,cru,raw,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes","Agribalyse,légumes,Pissenlit","Agribalyse,légumes,Dandelion",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.6,4.0,,,,,,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,0.948
40536,Pistache,Pistachio nut,grillée,grilled,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits à coque et graines oléagineuses","Agribalyse,Pistache,fruits à coque et graines oléagineuses","Agribalyse,fruits à coque et graines oléagineuses,Pistachio nut",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,4.4,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,7.35
40537,Pistache,Pistachio nut,grillée,grilled,salée,salted,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits à coque et graines oléagineuses","Agribalyse,Pistache,fruits à coque et graines oléagineuses","Agribalyse,fruits à coque et graines oléagineuses,Pistachio nut",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,4.4,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,7.35
39661,Pizza,Topping sauce for pizza,sauce garniture pour,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aides culinaires et ingrédients divers > Aides culinaires","Agribalyse,Pizza,aides culinaires","Agribalyse,Topping sauce for pizza,aides culinaires",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.2,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation,0.721
40071,Pizza 4 fromages,Pizza,,four cheeses,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Pizzas, tartes et crêpes salées","Agribalyse,Pizza 4 fromages,pizzas,tartes et crêpes salées","Agribalyse,Pizza,pizzas,tartes et crêpes salées",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,1.9,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,3.31
40072,Pizza à la viande,Pizza,type bolognaise,bolognese-style w meat,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Pizzas, tartes et crêpes salées","Agribalyse,Pizza à la viande,pizzas,tartes et crêpes salées","Agribalyse,Pizza,pizzas,tartes et crêpes salées",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.1,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,7.48
40073,Pizza au chèvre et lardons,Pizza,,goat cheese and lardoons,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Pizzas, tartes et crêpes salées","Agribalyse,Pizza au chèvre et lardons,pizzas,tartes et crêpes salées","Agribalyse,Pizza,pizzas,tartes et crêpes salées",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,1.9,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,3.59
40074,Pizza au chorizo ou salami,Pizza,,chorizo or salami,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Pizzas, tartes et crêpes salées","Agribalyse,Pizza au chorizo ou salami,pizzas,tartes et crêpes salées","Agribalyse,Pizza,pizzas,tartes et crêpes salées",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.0,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,2.47
40075,Pizza au fromage ou Pizza margherita,Pizza,,cheese and tomato or Margherita pizza,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Pizzas, tartes et crêpes salées","Agribalyse,Pizza au fromage ou Pizza margherita,pizzas,tartes et crêpes salées","Agribalyse,Pizza,pizzas,tartes et crêpes salées",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.8,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,1.64
40076,Pizza au poulet,Pizza,,chicken,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Pizzas, tartes et crêpes salées","Agribalyse,Pizza au poulet,pizzas,tartes et crêpes salées","Agribalyse,Pizza,pizzas,tartes et crêpes salées",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.3,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,2.98
40077,Pizza au saumon,Pizza,,salmon,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Pizzas, tartes et crêpes salées","Agribalyse,pizzas,tartes et crêpes salées,Pizza au saumon","Agribalyse,Pizza,pizzas,tartes et crêpes salées",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.9,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,2.46
40078,Pizza au speck ou jambon cru,Pizza,,cured ham,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Pizzas, tartes et crêpes salées","Agribalyse,Pizza au speck ou jambon cru,pizzas,tartes et crêpes salées","Agribalyse,Pizza,pizzas,tartes et crêpes salées",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.3,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,3.08
40079,Pizza au thon,Pizza,,tuna,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Pizzas, tartes et crêpes salées","Agribalyse,pizzas,tartes et crêpes salées,Pizza au thon","Agribalyse,Pizza,pizzas,tartes et crêpes salées",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.5,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,2.46
40080,Pizza aux fruits de mer,Pizza,,seafood,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Pizzas, tartes et crêpes salées","Agribalyse,pizzas,tartes et crêpes salées,Pizza aux fruits de mer","Agribalyse,Pizza,pizzas,tartes et crêpes salées",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.9,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,2.46
40081,Pizza aux lardons,Pizza,oignons et fromage,lardoons onions and cheese,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Pizzas, tartes et crêpes salées","Agribalyse,Pizza aux lardons,pizzas,tartes et crêpes salées","Agribalyse,Pizza,pizzas,tartes et crêpes salées",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.3,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,3.59
40082,Pizza aux légumes ou Pizza 4 saisons,Pizza,,vegetables or pizza 4 seasons,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Pizzas, tartes et crêpes salées","Agribalyse,Pizza aux légumes ou Pizza 4 saisons,pizzas,tartes et crêpes salées","Agribalyse,Pizza,pizzas,tartes et crêpes salées",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,1.9,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,3.25
40083,Pizza champignons fromage,Pizza,,cheese and mushrooms,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Pizzas, tartes et crêpes salées","Agribalyse,Pizza champignons fromage,pizzas,tartes et crêpes salées","Agribalyse,Pizza,pizzas,tartes et crêpes salées",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,1.9,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,3.2
40084,Pizza jambon fromage,Pizza,,ham and cheese,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Pizzas, tartes et crêpes salées","Agribalyse,Pizza jambon fromage,pizzas,tartes et crêpes salées","Agribalyse,Pizza,pizzas,tartes et crêpes salées",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,1.9,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,3.08
40085,Pizza jambon fromage champignons ou pizza royale,Pizza,reine ou regina,ham cheese and mushrooms,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Pizzas, tartes et crêpes salées","Agribalyse,Pizza jambon fromage champignons ou pizza royale,pizzas,tartes et crêpes salées","Agribalyse,Pizza,pizzas,tartes et crêpes salées",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,1.9,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,3.27
40086,Pizza kebab,Pizza,,kebab,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Pizzas, tartes et crêpes salées","Agribalyse,Pizza kebab,pizzas,tartes et crêpes salées","Agribalyse,Pizza,pizzas,tartes et crêpes salées",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.3,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,3.08
40087,Pizza type raclette ou tartiflette,Pizza with raclette or tartiflette cheese and lardoons,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Pizzas, tartes et crêpes salées","Agribalyse,Pizza type raclette ou tartiflette,pizzas,tartes et crêpes salées","Agribalyse,Pizza with raclette or tartiflette cheese and lardoons,pizzas,tartes et crêpes salées",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.3,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,Livraison : Glacé - Matériau d'emballage : Carton - Préparation : Four,3.59
39784,Plat légumes,Vegetable dish for baby,avec féculent,with starch,dès 6-8 mois,from 6-8 months,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aliments infantiles > Petits pots salés et plats infantiles","Agribalyse,Plat légumes,petits pots salés et plats infantiles","Agribalyse,Vegetable dish for baby,petits pots salés et plats infantiles",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.4,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : PP - Préparation : Micro-onde,Livraison : Ambiant (long) - Matériau d'emballage : PP - Préparation : Micro-onde,0.801
39776,Plat légumes,Vegetable dish for baby,avec féculent et lait/crème,with milk/cream and starch,dès 12 mois,from 12 months,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aliments infantiles > Petits pots salés et plats infantiles","Agribalyse,Plat légumes,petits pots salés et plats infantiles","Agribalyse,Vegetable dish for baby,petits pots salés et plats infantiles",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.4,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : PP - Préparation : Micro-onde,Livraison : Ambiant (long) - Matériau d'emballage : PP - Préparation : Micro-onde,0.903
39777,Plat légumes,Vegetable dish for baby,avec féculent et lait/crème,with milk/cream and starch,dès 18 mois,from 18 months,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aliments infantiles > Petits pots salés et plats infantiles","Agribalyse,Plat légumes,petits pots salés et plats infantiles","Agribalyse,Vegetable dish for baby,petits pots salés et plats infantiles",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.4,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : PP - Préparation : Micro-onde,Livraison : Ambiant (long) - Matériau d'emballage : PP - Préparation : Micro-onde,0.903
39778,Plat légumes,Vegetable dish for baby,avec féculent et lait/crème,with milk/cream and starch,dès 6-8 mois,from 6-8 months,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aliments infantiles > Petits pots salés et plats infantiles","Agribalyse,Plat légumes,petits pots salés et plats infantiles","Agribalyse,Vegetable dish for baby,petits pots salés et plats infantiles",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.4,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : PP - Préparation : Micro-onde,Livraison : Ambiant (long) - Matériau d'emballage : PP - Préparation : Micro-onde,0.903
39779,Plat légumes,Vegetable dish for baby,avec féculent et lait/crème,with milk/cream and starch,dès 8-12 mois,from 8-12 months,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aliments infantiles > Petits pots salés et plats infantiles","Agribalyse,Plat légumes,petits pots salés et plats infantiles","Agribalyse,Vegetable dish for baby,petits pots salés et plats infantiles",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.4,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : PP - Préparation : Micro-onde,Livraison : Ambiant (long) - Matériau d'emballage : PP - Préparation : Micro-onde,0.903
39780,Plat légumes,Vegetable dish for baby,avec féculent et viande/poisson,w meat/fish and starch,dès 12 mois,from 12 months,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aliments infantiles > Petits pots salés et plats infantiles","Agribalyse,Plat légumes,petits pots salés et plats infantiles","Agribalyse,Vegetable dish for baby,petits pots salés et plats infantiles",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.8,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : PP - Préparation : Micro-onde,Livraison : Ambiant (long) - Matériau d'emballage : PP - Préparation : Micro-onde,1.85
39781,Plat légumes,Vegetable dish for baby,avec féculent et viande/poisson,w meat/fish and starch,dès 18 mois,from 18 months,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aliments infantiles > Petits pots salés et plats infantiles","Agribalyse,Plat légumes,petits pots salés et plats infantiles","Agribalyse,Vegetable dish for baby,petits pots salés et plats infantiles",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.8,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : PP - Préparation : Micro-onde,Livraison : Ambiant (long) - Matériau d'emballage : PP - Préparation : Micro-onde,1.85
39782,Plat légumes,Vegetable dish for baby,avec féculent et viande/poisson,w meat/fish and starch,dès 6-8 mois,from 6-8 months,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aliments infantiles > Petits pots salés et plats infantiles","Agribalyse,Plat légumes,petits pots salés et plats infantiles","Agribalyse,Vegetable dish for baby,petits pots salés et plats infantiles",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.4,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : PP - Préparation : Micro-onde,Livraison : Ambiant (long) - Matériau d'emballage : PP - Préparation : Micro-onde,1.85
39783,Plat légumes,Vegetable dish for baby,avec féculent et viande/poisson,w meat/fish and starch,dès 8-12 mois,from 8-12 months,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Aliments infantiles > Petits pots salés et plats infantiles","Agribalyse,Plat légumes,petits pots salés et plats infantiles","Agribalyse,Vegetable dish for baby,petits pots salés et plats infantiles",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.8,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : PP - Préparation : Micro-onde,Livraison : Ambiant (long) - Matériau d'emballage : PP - Préparation : Micro-onde,1.85
41793,Plie commune,European plaice,crue,raw,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Viandes, oeufs, poissons > Poissons crus","Agribalyse,Plie commune,poissons crus","Agribalyse,European plaice,poissons crus",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.6,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation,10.8
40088,Poêlée de légumes assaisonnés à l'asiatiques ou wok de légumes,Vegetables pan-fried or stir-fried,surgelée,Asian-style,crue,"frozen, raw","Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Plats composés","Agribalyse,plats composés,Poêlée de légumes assaisonnés à l'asiatiques ou wok de légumes","Agribalyse,plats composés,Vegetables pan-fried or stir-fried",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.2,4.0,,,,,,Livraison : Congelé - Matériau d'emballage : LDPE - Préparation : Micro-onde,Livraison : Congelé - Matériau d'emballage : LDPE - Préparation : Micro-onde,1.19
40090,Poêlée de légumes assaisonnés grillée,Grilled vegetables pan-fried,méridionale ou méditerranéenne,Mediterranean-style,surgelée crue,"frozen, raw","Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Plats composés","Agribalyse,plats composés,Poêlée de légumes assaisonnés grillée","Agribalyse,plats composés,Grilled vegetables pan-fried",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.8,4.0,,,,,,Livraison : Congelé - Matériau d'emballage : LDPE - Préparation : Micro-onde,Livraison : Congelé - Matériau d'emballage : LDPE - Préparation : Micro-onde,1.19
40091,Poêlée de légumes assaisonnés sans champignon,Vegetables pan-fried without mushrooms,surgelée,frozen,crue,raw,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Plats composés","Agribalyse,plats composés,Poêlée de légumes assaisonnés sans champignon","Agribalyse,plats composés,Vegetables pan-fried without mushrooms",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.2,4.0,,,,,,Livraison : Congelé - Matériau d'emballage : LDPE - Préparation : Micro-onde,Livraison : Congelé - Matériau d'emballage : LDPE - Préparation : Micro-onde,1.19
40092,Poêlée de pommes de terre préfrites,Pre-fried potatoes,lardons ou poulet,pan-fried,et autres  sans légumes verts,"lardoons or chicken, and other, without green vegetables","Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Entrées et plats composés > Plats composés","Agribalyse,Poêlée de pommes de terre préfrites,plats composés","Agribalyse,Pre-fried potatoes,plats composés",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,1.9,4.0,,,,,,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Micro-onde,Livraison : Glacé - Matériau d'emballage : PP - Préparation : Micro-onde,2.28
42183,Poire,Pear,à la ferme/NL U,at farm/NL U,,,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits,"Agribalyse,Poire","Agribalyse,Pear",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.052
42426,Poire,Pear,biologique,organic,à la ferme/FR U,at farm gate/FR U,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits,"Agribalyse,Poire","Agribalyse,Pear",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.11
40540,Poire,Pear,pulpe,peeled,crue,raw,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits","Agribalyse,fruits,Poire","Agribalyse,fruits,Pear",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.6,4.0,,,,,,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,0.366
